PassengerId,Survived
985,0.09031302197509228
986,0.4387505606510972
987,0.11900648685820081
988,0.675406642872091
989,0.09719070324000856
990,0.6627304910576557
991,0.07537176780822774
992,0.8386204101246042
993,0.23484659336103753
994,0.09008789243308812
995,0.11351269302471811
996,0.6241891101739263
997,0.1136251924694458
998,0.1409379870609837
999,0.09008789243308812
1000,0.09081018304701804
1001,0.3115616171527651
1002,0.1898376913750337
1003,0.6063990597642681
1004,0.8990416343190784
1005,0.6705193468170778
1006,0.8538816637302235
1007,0.1224443899257397
1008,0.08910295068682017
1009,0.7125028915560927
1010,0.41544306517516727
1011,0.7401794783796547
1012,0.8655227608809367
1013,0.05018182639569879
1014,0.8841781106791958
1015,0.10216234662240309
1016,0.09008789243308812
1017,0.6643077408790109
1018,0.13544104141391267
1019,0.5381967080842806
1020,0.18282427313302296
1021,0.12467543147536309
1022,0.08084995266013162
1023,0.28723746431448827
1024,0.5354914610414008
1025,0.04919688464943084
1026,0.02047420270459832
1027,0.12452849692761503
1028,0.11036086310509208
1029,0.2704752307634857
1030,0.646442871049692
1031,-0.09999860845824604
1032,0.5051927889752663
1033,1.0054310498870125
1034,0.31587751227159655
1035,0.26927447454652276
1036,0.3460341556624047
1037,-0.025923264123662415
1038,0.42927437860300155
1039,0.13563180117917084
1040,0.41027907349640447
1041,0.19736682347944412
1042,0.9878443760872275
1043,0.09019730539050208
1044,-0.054583516238007945
1045,0.5362377971097296
1046,0.0007339723333894543
1047,0.12430021557202298
1048,1.080046014732346
1049,0.646295936501944
1050,0.3460341556624047
1051,0.5922141079354621
1052,0.6063646149443416
1053,0.1622532497889695
1054,0.7871397013892509
1055,0.08952506857807774
1056,0.18830245798492684
1057,0.5795443196290677
1058,0.3311347365073882
1059,0.055397095171105804
1060,0.9274469337780908
1061,0.6526058249251917
1062,0.08993780607175195
1063,0.1076217706791398
1064,0.09463757635895798
1065,0.08969706754816875
1066,-0.09059446653349412
1067,0.8244453151787805
1068,0.8374563500059933
1069,0.26207112203123595
1070,0.6883582179629164
1071,0.742193581833285
1072,0.24856249135586994
1073,0.3549544674007583
1074,0.9738177452604988
1075,0.09008789243308812
1076,1.0493684184677265
1077,0.19603193825687182
1078,0.7991136488729917
1079,0.08321059336391201
1080,0.29141487385748355
1081,0.19378064283683072
1082,0.19649929939771016
1083,0.40986633600273026
1084,0.13704174591397966
1085,0.07825098027250621
1086,0.3416255476762604
1087,0.07522483326047968
1088,0.5821674932103297
1089,0.6736274265623745
1090,0.28503370580249654
1091,0.6066491786854348
1092,0.6121929936572861
1093,0.21701887824058597
1094,0.42955519771308526
1095,0.8341761449437555
1096,0.2740773360986888
1097,0.40967249946706463
1098,0.5804795232848408
1099,0.27955552095059266
1100,0.9125056796112265
1101,0.11908153003886901
1102,0.09171245306183007
1103,0.08956259016841162
1104,0.365180018734784
1105,0.570355747970633
1106,0.36234903472297586
1107,0.35800354297895676
1108,0.6064741029449362
1109,0.3067073525956432
1110,0.8963390128518638
1111,0.09031302197509228
1112,0.7255897756605796
1113,0.14110998603107494
1114,0.8068011453768256
1115,0.14091922626581677
1116,0.8027356138263109
1117,0.5699118032402646
1118,0.1299628565620088
1119,0.606377147155513
1120,0.03957592565604506
1121,0.21569338224444645
1122,0.37523590293371245
1123,0.9773652922748122
1124,0.10003759887974284
1125,0.09018484822251116
1126,0.3561319353185026
1127,0.14644123633523054
1128,0.2221540518684637
1129,0.1459690646424674
1130,0.7696386829378712
1131,0.8494889757946124
1132,0.7919856128693401
1133,0.6533458833615393
1134,0.3496574332745691
1135,0.09019107680650662
1136,0.019873175108817476
1137,0.33060157958351655
1138,0.8146806793469694
1139,0.13650641200001945
1140,0.7401794783796547
1141,0.5715021260364704
1142,0.8532297340310442
1143,0.14649436690714368
1144,0.47102036010850723
1145,0.12563223202888052
1146,0.07919898635386624
1147,0.08993780607175195
1148,0.09008789243308812
1149,0.10276269206774735
1150,0.8251117794492382
1151,0.14090361728423773
1152,0.0233085921816365
1153,0.14096305148332688
1154,0.7357438183452394
1155,0.7091134162148595
1156,0.24836550300661642
1157,0.09019730539050208
1158,0.39035510902904036
1159,0.08993780607175195
1160,0.6066022766975172
1161,0.16348236492028234
1162,0.36066121665612805
1163,0.09008789243308812
1164,0.9927877996828363
1165,0.5722869276198969
1166,0.08969391573458085
1167,0.78948314204679
1168,0.25764278154297693
1169,0.16363019028628645
1170,0.2146598797719239
1171,0.2905118906544004
1172,0.6469025105312838
1173,0.19538817001210362
1174,0.606377147155513
1175,0.6675861348075868
1176,0.7096605984251537
1177,0.05833686780717162
1178,0.08971267652974801
1179,0.4465470008025548
1180,0.08969706754816875
1181,0.09031302197509228
1182,0.4200722085735834
1183,0.6072701020990161
1184,0.08969706754816875
1185,0.266327948421611
1186,0.06002533937220256
1187,0.11360334518696513
1188,0.8631693507838363
1189,0.020728675079922043
1190,0.42599305662184506
1191,0.09713757266809542
1192,0.08064358391329463
1193,0.24860442435712948
1194,0.1623043274086804
1195,0.12513507095695497
1196,0.606377147155513
1197,0.6808520622796725
1198,0.42357985303114676
1199,0.23153532051677983
1200,0.26410788068163416
1201,0.49056307928482823
1202,0.15800418006837824
1203,0.13501269493865942
1204,0.08995656686691889
1205,0.5695231535810329
1206,0.8729665852077366
1207,0.6790743184079399
1208,0.31398522103934723
1209,0.3069464452101123
1210,0.10809394237190317
1211,0.22645882651991
1212,0.11351269302471811
1213,0.1185812921965359
1214,0.2704752307634857
1215,0.39533781932954004
1216,1.0174283824174921
1217,0.12940318452058652
1218,0.7821129529855955
1219,0.36363165087651095
1220,0.22389022365722977
1221,0.2978661550230053
1222,0.6419767435009202
1223,0.3648325704091596
1224,0.08969391573458085
1225,0.6131764254214803
1226,0.10812516033506125
1227,0.4113596363915776
1228,0.23760612165206219
1229,-0.00020372638188237424
1230,0.2898364040389767
1231,0.08969706754816875
1232,0.31242463006201615
1233,0.08049664936554657
1234,-0.09284842588438891
1235,1.1181714001322351
1236,0.034202025764909605
1237,0.6844899922903473
1238,0.2704752307634857
1239,0.5636541438442099
1240,0.28180681637063376
1241,0.7653770156798341
1242,0.8524657595730698
1243,0.2740773360986888
1244,0.35970183388288013
1245,0.10150293642792252
1246,0.6989124929081778
1247,0.30179593935349913
1248,0.7080898004227811
1249,0.09018484822251116
1250,0.09008789243308812
1251,0.5738177495990782
1252,-0.13846921527158362
1253,0.7547830890003648
1254,0.7653770156798341
1255,0.10870051640124312
1256,0.9372277374588747
1257,0.42344082883803624
1258,0.05521594808445296
1259,0.6756628421854464
1260,0.8494953253526868
1261,0.25468477182744764
1262,0.2568344412755955
1263,1.00359255728692
1264,0.2877628972317131
1265,0.17186790342921499
1266,0.7771390182921323
1267,1.0228594366395187
1268,0.5725685633084092
1269,0.29674050731298474
1270,0.29241537845430865
1271,0.04455945114862092
1272,0.09008789243308812
1273,0.11359088801897421
1274,0.6114425618506056
1275,0.6344905204636956
1276,0.2469753869911877
1277,0.7547468124479457
1278,0.12446906272852609
1279,0.10065150035446413
1280,0.1408848564890708
1281,0.09229371965359623
1282,0.5003610773058307
1283,0.8016175801076557
1284,0.15200030223604366
1285,0.15355726935680236
1286,-0.03299162172384751
1287,0.9789957247265935
1288,0.12407508603001882
1289,0.8080132545318572
1290,0.13542543243233385
1291,0.08609047575886009
1292,1.031858879682745
1293,0.17083440095669244
1294,0.975493576946477
1295,0.49841015058728466
1296,0.30152851033237305
1297,0.3039915873081711
1298,0.24512763976510732
1299,0.38004975812943875
1300,0.606355234546758
1301,0.6993515088177448
1302,0.606377147155513
1303,0.8974231667408302
1304,0.6188455780433353
1305,0.09031302197509228
1306,0.9405560242206707
1307,0.044641405677411816
1308,0.09031302197509228
1309,0.04009914403134629
